gene_id	log2FoldChange	padj	baseMean	pvalue	direction
ENSMUSG00000017929	0.556196172084073	0.00439558932996747	963.551401505354	3.84629749322411e-07	up_in_group1
ENSMUSG00000038039	1.13024320026505	0.00439558932996747	635.802379832615	4.47524875785733e-07	up_in_group1
